Home Win/Loss,Home Team Streak,Away Team Streak,record_home,record_away,fg_pct_home Rolling Avg,fg_pct_away Rolling Avg,fg3_pct_home Rolling Avg,fg3_pct_away Rolling Avg,ft_pct_home Rolling Avg,ft_pct_away Rolling Avg,reb_home Rolling Avg,reb_away Rolling Avg,ast_home Rolling Avg,ast_away Rolling Avg,stl_home Rolling Avg,stl_away Rolling Avg,blk_home Rolling Avg,blk_away Rolling Avg,tov_home Rolling Avg,tov_away Rolling Avg,plus_minus_home Rolling Avg,plus_minus_away Rolling Avg
W,0.0,0.0,0.4528301886792453,0.2727272727272727,0.4842000000000001,0.465,0.3762,0.2972,0.8238,0.7308,43.0,46.0,23.8,24.2,6.8,8.4,5.4,4.2,14.6,14.8,-0.4,-6.4
W,0.0,0.0,0.7037037037037037,0.6538461538461539,0.4614,0.4716,0.3698,0.4084,0.8093999999999999,0.7896,50.2,42.0,22.2,27.4,4.6,8.0,5.0,3.2,12.8,14.4,8.8,1.8
L,0.0,5.0,0.45454545454545453,0.6851851851851852,0.48419999999999996,0.49160000000000004,0.3562,0.34199999999999997,0.6984,0.7146,46.6,56.4,27.8,22.2,5.4,5.2,3.0,3.6,14.2,12.4,-3.6,12.4
W,0.0,0.0,0.5925925925925926,0.48148148148148145,0.4704,0.5086,0.3764,0.36560000000000004,0.8408,0.7817999999999999,39.8,46.0,22.0,26.6,7.0,8.0,5.4,4.2,13.2,16.0,-7.2,5.6
W,0.0,1.0,0.4,0.6909090909090909,0.4524,0.5338,0.3294,0.4034,0.7734,0.7984,46.2,42.2,21.2,32.6,8.4,9.8,3.8,4.2,13.0,15.4,1.6,10.0
W,0.0,0.0,0.4909090909090909,0.5357142857142857,0.4866,0.472,0.38239999999999996,0.3358,0.7882,0.7866,45.2,46.6,28.4,28.6,6.0,8.8,4.6,4.0,11.2,13.8,1.2,1.6
L,0.0,5.0,0.5344827586206896,0.6909090909090909,0.44139999999999996,0.47220000000000006,0.366,0.314,0.7929999999999999,0.739,45.0,55.2,20.8,21.6,10.4,4.8,4.6,4.2,9.6,12.2,2.4,9.2
W,0.0,0.0,0.25,0.2545454545454545,0.43899999999999995,0.4816,0.3402,0.2992,0.7484,0.7888,39.0,39.0,21.8,27.4,8.2,7.4,4.6,2.8,15.2,16.0,-11.2,-16.2
L,3.0,2.0,0.5178571428571429,0.6140350877192983,0.5147999999999999,0.5202,0.3518,0.36160000000000003,0.7964,0.741,45.8,43.8,27.4,30.8,8.8,9.0,2.4,5.6,12.8,14.4,6.4,16.4
W,0.0,1.0,0.6415094339622641,0.5357142857142857,0.4574,0.45940000000000003,0.3702,0.3342,0.8061999999999999,0.7647999999999999,41.6,45.4,25.2,24.8,7.8,6.2,3.4,1.8,13.6,12.0,-1.0,1.0
L,0.0,0.0,0.5740740740740741,0.5357142857142857,0.4948,0.476,0.34900000000000003,0.3712,0.8513999999999999,0.7572,37.4,41.6,27.8,21.4,8.0,7.6,4.4,3.0,12.8,13.0,-0.6,4.8
W,1.0,0.0,0.6111111111111112,0.5172413793103449,0.47859999999999997,0.4976,0.32480000000000003,0.367,0.7862,0.7956,42.4,42.2,25.2,27.8,9.2,6.2,7.2,6.0,14.8,14.0,-0.2,3.8
L,0.0,0.0,0.44642857142857145,0.5263157894736842,0.4622,0.4638,0.35819999999999996,0.30379999999999996,0.7696,0.7764,40.8,45.2,26.2,27.8,6.2,9.6,5.6,5.2,15.2,13.6,-6.8,-1.8
W,1.0,0.0,0.5454545454545454,0.23636363636363636,0.45640000000000003,0.49779999999999996,0.34199999999999997,0.36619999999999997,0.8009999999999999,0.7792,41.2,44.4,23.0,24.6,8.4,4.8,2.2,7.0,11.4,16.0,-1.4,-10.8
W,1.0,0.0,0.7090909090909091,0.26785714285714285,0.48460000000000003,0.4404,0.4088,0.2802,0.7842,0.7382,48.2,44.6,22.8,23.8,4.2,9.4,5.2,4.6,13.2,12.4,10.8,-10.2
L,1.0,0.0,0.4642857142857143,0.48214285714285715,0.457,0.4694,0.3512,0.313,0.7346,0.8078,46.4,47.0,22.4,24.6,10.2,4.4,4.6,5.6,11.8,13.8,2.4,-6.8
L,1.0,0.0,0.4909090909090909,0.48148148148148145,0.4848,0.48919999999999997,0.3352,0.4076000000000001,0.9224,0.8304,37.4,42.0,23.8,27.4,4.4,10.4,3.0,4.2,11.8,12.0,-1.2,-1.2
W,2.0,0.0,0.6206896551724138,0.4727272727272727,0.5368,0.5022,0.378,0.304,0.8009999999999999,0.7914,44.2,45.0,30.0,24.4,9.0,7.6,5.4,3.4,14.6,14.4,19.2,4.4
L,0.0,0.0,0.509090909090909,0.44642857142857145,0.5048,0.5,0.43260000000000004,0.35819999999999996,0.7088,0.7167999999999999,43.0,44.6,30.6,27.6,6.8,5.6,3.6,2.8,15.0,13.8,1.6,-2.0
W,0.0,0.0,0.5263157894736842,0.49122807017543857,0.4758,0.4822,0.3618,0.2908,0.7274,0.818,43.4,46.4,24.0,25.6,5.2,3.8,2.2,5.6,12.6,13.8,0.0,-7.2
W,1.0,0.0,0.5,0.25,0.48360000000000003,0.47919999999999996,0.36479999999999996,0.3176,0.7764,0.8172,48.0,40.6,27.8,26.4,6.2,7.6,5.4,2.2,13.6,17.8,3.8,-13.4
L,1.0,2.0,0.4107142857142857,0.5535714285714286,0.4646,0.44279999999999997,0.3202,0.3406,0.7398,0.8442000000000001,45.6,42.0,21.4,22.0,8.6,8.4,3.8,3.4,13.0,12.6,1.8,0.0
W,0.0,0.0,0.5636363636363636,0.543859649122807,0.49660000000000004,0.475,0.3564,0.3962,0.8624,0.8071999999999999,38.2,41.4,27.0,24.8,6.4,7.2,4.6,2.8,13.6,13.2,-4.2,5.2
L,1.0,1.0,0.6,0.6481481481481481,0.4614,0.46799999999999997,0.37560000000000004,0.3704,0.851,0.8042,39.6,40.6,22.4,25.0,7.0,7.8,3.8,3.2,13.2,11.4,-8.4,3.2
L,0.0,0.0,0.2631578947368421,0.6785714285714286,0.46159999999999995,0.5277999999999999,0.2934,0.3752,0.7228,0.7652,41.6,41.2,23.6,30.8,10.0,9.6,4.6,4.6,12.8,15.0,-10.6,6.0
W,1.0,0.0,0.46296296296296297,0.43859649122807015,0.4944,0.4558,0.396,0.3584,0.8484,0.7386,42.8,40.8,26.0,26.6,6.6,7.2,6.2,5.0,14.4,14.6,0.4,-7.0
W,0.0,1.0,0.45614035087719296,0.2631578947368421,0.4574,0.4338,0.36719999999999997,0.3062,0.7022,0.7668,45.6,43.4,24.2,24.0,10.6,7.6,4.4,4.4,11.6,15.6,2.8,-8.6
W,2.0,2.0,0.7142857142857143,0.6181818181818182,0.4906,0.4986,0.43479999999999996,0.3562,0.7746,0.7798,47.6,43.0,26.0,24.8,4.0,9.6,4.8,6.8,13.8,16.8,12.2,1.6
W,1.0,0.0,0.6545454545454545,0.23214285714285715,0.46880000000000005,0.49400000000000005,0.3426,0.352,0.8206,0.7807999999999999,40.2,40.8,23.0,25.2,7.2,5.8,3.0,5.4,10.0,16.0,1.6,-12.4
L,0.0,0.0,0.43103448275862066,0.4827586206896552,0.44960000000000006,0.4784,0.3504,0.2746,0.725,0.7946,38.2,44.2,26.0,24.4,7.2,3.8,4.4,4.8,13.0,13.0,-9.6,-9.0
W,0.0,2.0,0.25862068965517243,0.5087719298245614,0.472,0.4664,0.3034,0.3266,0.6666000000000001,0.7706,40.0,48.6,24.8,27.2,11.0,6.8,5.4,5.6,12.6,13.2,-10.2,1.2
W,1.0,0.0,0.5344827586206896,0.5892857142857143,0.47000000000000003,0.45999999999999996,0.3618,0.3944,0.7192000000000001,0.8535999999999999,45.0,41.6,22.6,23.2,4.8,6.8,3.0,4.8,10.2,13.6,0.8,-0.4
L,2.0,0.0,0.5614035087719298,0.6842105263157895,0.4426,0.5154,0.31179999999999997,0.3272,0.8827999999999999,0.7776,42.2,43.8,22.6,30.8,8.4,9.0,4.0,5.2,13.6,15.2,0.2,5.4
W,3.0,0.0,0.6271186440677966,0.24561403508771928,0.513,0.4554,0.3328,0.3104,0.8240000000000001,0.8507999999999999,43.8,42.4,28.6,25.4,8.4,8.4,4.8,3.0,14.0,18.2,17.8,-15.2
L,0.0,0.0,0.5344827586206896,0.5084745762711864,0.49119999999999997,0.504,0.4064,0.392,0.796,0.8538,42.8,38.6,27.0,27.6,6.0,6.6,3.0,5.4,14.8,15.4,3.2,-1.4
W,0.0,0.0,0.48214285714285715,0.45614035087719296,0.5012000000000001,0.4866,0.33740000000000003,0.3556,0.9168,0.7363999999999999,35.6,46.2,24.8,25.6,4.4,5.2,3.0,3.4,13.2,14.2,-5.0,-2.0
W,0.0,2.0,0.5,0.4727272727272727,0.5046,0.5107999999999999,0.4244,0.38180000000000003,0.7334,0.8448,40.0,41.8,32.6,26.0,7.6,6.2,4.0,6.0,14.8,15.2,1.4,-1.0
L,0.0,0.0,0.4642857142857143,0.40350877192982454,0.49560000000000004,0.47380000000000005,0.273,0.3644,0.7898,0.7445999999999999,45.8,45.2,25.0,23.4,7.2,9.0,3.4,4.0,16.2,13.6,-0.4,3.2
L,0.0,0.0,0.4909090909090909,0.5087719298245614,0.5034,0.5112,0.41600000000000004,0.36760000000000004,0.8432000000000001,0.7884,39.2,45.4,28.6,26.8,10.2,7.8,4.0,2.6,10.8,12.6,2.2,6.0
W,0.0,1.0,0.5344827586206896,0.5714285714285714,0.4748,0.5126000000000001,0.3358,0.33799999999999997,0.7836000000000001,0.8764,47.0,38.4,28.4,26.6,10.6,7.0,4.8,3.6,13.8,11.0,7.2,-2.6
W,5.0,3.0,0.6964285714285714,0.7192982456140351,0.4902,0.46399999999999997,0.333,0.421,0.7186,0.7884,51.8,47.2,23.6,26.0,5.0,4.2,3.4,4.6,12.0,13.6,10.0,5.6
L,1.0,0.0,0.49122807017543857,0.4642857142857143,0.49820000000000003,0.5307999999999999,0.3522,0.3948,0.9188000000000001,0.8343999999999999,36.4,40.2,25.2,25.8,4.8,7.4,4.4,6.0,13.2,16.4,-4.2,-1.2
W,0.0,1.0,0.5254237288135594,0.5087719298245614,0.4606,0.5202,0.378,0.4244,0.781,0.7536,43.2,38.4,19.4,35.6,8.4,8.8,4.8,3.2,10.0,14.6,-1.2,6.6
W,1.0,0.0,0.46551724137931033,0.41379310344827586,0.46299999999999997,0.46180000000000004,0.3536,0.31920000000000004,0.6971999999999999,0.7814,43.2,45.2,23.0,23.6,9.4,8.4,5.6,4.6,11.6,13.8,3.6,3.6
W,0.0,0.0,0.7068965517241379,0.25862068965517243,0.4796,0.4326,0.4364,0.29500000000000004,0.7806,0.7838,47.4,39.6,28.0,23.6,4.8,6.8,4.2,4.6,13.2,14.6,6.8,-10.0
W,0.0,0.0,0.4482758620689655,0.5172413793103449,0.48360000000000003,0.5166000000000001,0.3658,0.3776,0.7754,0.8042,47.2,42.0,24.6,25.2,4.8,9.2,3.4,3.2,14.2,13.0,-4.6,7.6
W,1.0,0.0,0.2711864406779661,0.2413793103448276,0.5094000000000001,0.43979999999999997,0.3586,0.32,0.6698000000000001,0.8141999999999999,39.6,42.4,27.6,24.4,8.8,8.8,6.0,3.2,13.2,18.2,-7.8,-14.4
W,0.0,0.0,0.6896551724137931,0.5254237288135594,0.5302,0.5018,0.3268,0.403,0.781,0.7922,42.0,41.6,31.2,26.8,6.8,5.2,4.8,3.0,15.2,14.2,2.2,3.8
W,0.0,0.0,0.48214285714285715,0.22807017543859648,0.514,0.47539999999999993,0.41479999999999995,0.33540000000000003,0.8462,0.8160000000000001,37.4,41.2,28.2,24.2,9.6,6.8,3.4,5.0,12.2,16.8,2.8,-15.0
W,0.0,0.0,0.423728813559322,0.45614035087719296,0.4608,0.457,0.3322,0.2092,0.7222,0.8112,35.2,46.4,26.4,22.0,6.8,7.6,4.8,3.4,11.6,17.0,-11.4,-3.8
W,0.0,0.0,0.6071428571428571,0.4915254237288136,0.5044,0.4894,0.3782,0.3066,0.7535999999999999,0.8262,41.0,43.4,24.0,25.2,8.8,4.0,6.4,5.0,15.8,13.8,1.6,-6.4
W,2.0,4.0,0.6607142857142857,0.6333333333333333,0.47520000000000007,0.5212,0.3346,0.316,0.8528,0.7964,40.0,41.8,22.6,26.2,7.2,8.6,3.8,5.0,11.0,14.2,3.0,15.6
L,0.0,2.0,0.5,0.5423728813559322,0.472,0.484,0.3512,0.36,0.8228,0.7116,46.6,43.4,26.8,20.2,7.0,4.4,5.4,3.0,13.8,9.8,-1.4,5.6
W,0.0,0.0,0.5789473684210527,0.5517241379310345,0.44980000000000003,0.4406,0.39239999999999997,0.3082,0.8204,0.9002000000000001,41.6,42.4,22.6,22.8,6.6,8.6,3.4,4.2,12.6,13.2,-4.4,-0.2
L,0.0,0.0,0.5166666666666667,0.47368421052631576,0.5276,0.5486,0.38120000000000004,0.40499999999999997,0.8286,0.8512000000000001,38.2,41.2,29.0,27.0,6.8,6.4,4.4,5.8,13.8,16.4,0.6,4.2
L,0.0,6.0,0.4482758620689655,0.7017543859649122,0.4422,0.4992,0.2404,0.3702,0.7876000000000001,0.732,44.2,51.6,21.2,26.2,7.6,5.8,3.4,4.0,17.0,13.8,-9.4,11.0
L,1.0,1.0,0.5423728813559322,0.5333333333333333,0.502,0.485,0.32439999999999997,0.4002,0.7748,0.8138,43.8,40.6,29.4,23.0,11.8,7.8,4.4,4.8,15.0,10.2,7.0,1.0
L,0.0,0.0,0.0,0.0,0.598,0.618,0.283,0.439,0.7554175852222877,0.75,45.0,46.0,49.0,43.0,7.0,8.0,2.0,1.0,10.0,12.0,-9.0,9.0
L,0.0,0.0,1.0,1.0,0.598,0.618,0.283,0.439,0.7554175852222877,0.75,45.0,46.0,49.0,43.0,7.0,8.0,2.0,1.0,10.0,12.0,-9.0,9.0
W,2.0,0.0,0.4745762711864407,0.5084745762711864,0.49219999999999997,0.5002,0.3432,0.37360000000000004,0.6990000000000001,0.7658,42.6,42.4,25.0,24.4,9.4,9.0,6.4,3.8,13.8,13.8,4.4,3.0
W,0.0,1.0,0.48333333333333334,0.49122807017543857,0.48760000000000003,0.4952,0.33440000000000003,0.3764,0.807,0.8423999999999999,48.2,38.8,25.8,24.6,3.6,9.0,5.8,3.0,16.0,12.6,-5.0,3.8
W,3.0,1.0,0.6666666666666666,0.6140350877192983,0.49420000000000003,0.4906,0.3748,0.3612,0.8724000000000001,0.6986,38.8,41.4,22.8,24.4,7.8,9.8,3.8,7.2,11.0,13.0,6.4,5.8
W,0.0,0.0,0.4067796610169492,0.2542372881355932,0.4718,0.4486,0.33340000000000003,0.29460000000000003,0.757,0.8066000000000001,40.6,40.6,23.8,23.8,8.4,6.4,4.6,5.0,15.2,14.2,0.4,-10.4
W,0.0,0.0,0.5614035087719298,0.4827586206896552,0.5164,0.4808,0.3592,0.3442,0.881,0.8794000000000001,38.8,37.2,26.6,24.8,7.6,6.0,3.4,4.8,11.4,13.8,1.6,-7.6
W,1.0,0.0,0.4576271186440678,0.5,0.49379999999999996,0.5187999999999999,0.35100000000000003,0.43260000000000004,0.746,0.7365999999999999,47.0,38.0,25.0,34.6,5.0,8.0,4.4,2.4,14.6,14.0,0.0,3.4
L,1.0,1.0,0.43333333333333335,0.711864406779661,0.469,0.4922000000000001,0.366,0.4434,0.7767999999999999,0.7786,35.0,45.8,26.2,29.0,7.4,6.4,4.6,4.2,12.8,13.0,-6.8,8.0
L,0.0,1.0,0.6229508196721312,0.6949152542372882,0.5084,0.5486,0.2998,0.3498,0.8164,0.7727999999999999,40.2,43.2,25.6,34.2,8.2,7.0,4.8,4.8,12.4,13.4,9.8,10.0
W,0.0,0.0,0.5166666666666667,0.23728813559322035,0.5014000000000001,0.4276,0.3978,0.32680000000000003,0.788,0.776,38.0,46.4,26.6,24.2,5.6,8.8,2.8,3.8,13.8,17.6,-0.6,-11.6
W,6.0,0.0,0.7068965517241379,0.5423728813559322,0.4856,0.44299999999999995,0.37679999999999997,0.31379999999999997,0.7662,0.883,51.8,41.8,26.4,22.0,5.4,7.6,4.6,4.4,13.2,13.4,11.8,-0.8
W,0.0,0.0,0.4915254237288136,0.6129032258064516,0.45759999999999995,0.5052,0.3296,0.2998,0.8103999999999999,0.8184000000000001,46.0,38.4,26.6,24.4,6.8,8.6,5.4,4.4,11.6,12.0,-1.6,3.0
L,0.0,2.0,0.4827586206896552,0.55,0.5538000000000001,0.4918,0.44220000000000004,0.3586,0.8582000000000001,0.7316,43.6,44.6,28.0,19.2,7.4,3.8,6.0,3.6,16.8,9.4,10.4,7.6
W,0.0,1.0,0.4406779661016949,0.5862068965517241,0.44480000000000003,0.4586,0.263,0.3764,0.8066000000000001,0.8268000000000001,44.6,40.4,20.2,23.6,6.6,6.4,3.2,3.4,14.2,11.6,-8.8,-0.6
W,0.0,0.0,0.4915254237288136,0.22413793103448276,0.4796,0.44160000000000005,0.38580000000000003,0.32280000000000003,0.8128,0.7972,38.6,43.8,30.8,22.4,8.8,7.0,2.4,4.8,12.8,17.2,-4.6,-16.0
L,1.0,1.0,0.5409836065573771,0.5689655172413793,0.487,0.5102,0.3786,0.3392,0.8276,0.8756,40.0,41.6,24.0,24.4,7.8,7.6,4.4,3.2,10.4,13.0,1.6,1.0
L,0.0,2.0,0.5081967213114754,0.2833333333333333,0.49939999999999996,0.4906,0.3624,0.3658,0.8638,0.7121999999999999,42.0,43.4,26.6,27.2,7.0,8.8,4.8,7.2,15.2,13.4,-7.0,-4.6
W,0.0,0.0,0.5333333333333333,0.4827586206896552,0.48440000000000005,0.4788,0.29979999999999996,0.3508,0.7894,0.8552,42.2,42.4,28.6,25.0,11.8,9.0,4.4,3.0,14.4,12.6,2.0,9.0
W,2.0,0.0,0.29508196721311475,0.5333333333333333,0.5002,0.4276,0.3792,0.2956,0.7288,0.8423999999999999,45.8,41.2,27.6,22.0,8.6,7.2,7.0,4.8,14.2,12.8,-0.2,-7.6
L,1.0,0.0,0.4166666666666667,0.4262295081967213,0.46040000000000003,0.4758,0.3628,0.36479999999999996,0.7636000000000001,0.7976,41.6,36.2,24.6,28.0,9.0,8.8,5.0,4.6,15.8,13.6,1.6,-6.6
W,2.0,0.0,0.5573770491803278,0.5,0.49820000000000003,0.48,0.37160000000000004,0.35259999999999997,0.7574,0.7647999999999999,44.6,41.4,19.2,23.8,4.4,8.0,3.6,3.6,9.6,14.2,8.0,-4.4
L,0.0,3.0,0.25,0.48333333333333334,0.45499999999999996,0.4984,0.33999999999999997,0.33999999999999997,0.812,0.7424000000000001,41.2,43.8,23.8,23.6,5.6,9.2,5.2,6.8,16.6,14.0,-8.4,4.8
W,1.0,0.0,0.4918032786885246,0.23333333333333334,0.4878,0.4518,0.318,0.3506,0.806,0.7744,49.8,47.6,25.6,25.4,4.8,7.4,6.8,3.2,18.8,17.8,0.2,-14.0
L,4.0,1.0,0.6724137931034483,0.7166666666666667,0.48600000000000004,0.49000000000000005,0.38239999999999996,0.4272,0.8836,0.8078,40.0,47.2,23.8,30.2,6.6,7.4,5.2,4.4,12.0,13.0,8.8,7.4
W,0.0,1.0,0.603448275862069,0.7,0.47140000000000004,0.5166000000000001,0.331,0.348,0.7173999999999999,0.7922,42.4,43.8,23.8,31.4,8.8,6.0,6.8,4.6,11.2,14.4,5.4,4.4
L,0.0,1.0,0.4745762711864407,0.576271186440678,0.46099999999999997,0.5274,0.3298,0.3604,0.8252,0.849,44.4,44.0,24.0,25.2,7.6,9.2,3.0,3.0,11.8,14.2,6.6,0.8
W,0.0,0.0,0.6885245901639344,0.532258064516129,0.5046,0.5118,0.3468,0.41419999999999996,0.8160000000000001,0.8398,45.6,39.2,31.0,27.8,5.6,7.2,4.4,4.0,14.2,13.6,3.0,-0.2
W,0.0,0.0,0.4745762711864407,0.22033898305084745,0.4918,0.41980000000000006,0.37839999999999996,0.3044,0.8718,0.8024000000000001,38.2,44.8,25.4,21.6,7.4,8.4,5.0,4.6,14.6,15.8,-7.2,-15.0
W,1.0,0.0,0.5,0.5,0.4796,0.5042,0.3962,0.3718,0.8106,0.8196,41.6,43.8,30.0,26.8,7.2,7.0,2.6,5.6,14.4,15.0,-1.0,-1.8
W,7.0,1.0,0.711864406779661,0.5409836065573771,0.47359999999999997,0.48440000000000005,0.3832,0.3154,0.762,0.8019999999999999,52.2,43.4,26.4,27.0,5.8,10.8,4.4,4.6,12.4,13.6,13.8,3.0
W,0.0,3.0,0.6031746031746031,0.4918032786885246,0.48319999999999996,0.4756,0.30260000000000004,0.3224,0.8378,0.7194,37.2,42.8,22.8,23.8,8.6,8.8,4.6,6.4,11.4,12.2,-2.6,2.8
L,1.0,2.0,0.5245901639344263,0.4666666666666667,0.5084000000000001,0.47620000000000007,0.40540000000000004,0.3672,0.8141999999999999,0.7487999999999999,36.4,50.4,26.8,25.6,6.2,5.0,2.6,4.4,11.6,13.6,3.4,3.2
W,1.0,0.0,0.5,0.576271186440678,0.48579999999999995,0.4364,0.3702,0.3668,0.841,0.8103999999999999,46.2,39.4,26.2,22.8,7.4,5.4,5.8,3.6,12.0,11.0,3.6,-8.6
W,1.0,0.0,0.45,0.4745762711864407,0.466,0.5514,0.317,0.4476,0.79,0.8817999999999999,46.8,40.0,22.2,27.2,7.0,7.8,3.6,4.8,14.0,17.2,2.2,6.4
W,3.0,1.0,0.5645161290322581,0.7213114754098361,0.49420000000000003,0.49119999999999997,0.382,0.425,0.7849999999999999,0.7764,48.4,47.4,19.4,27.4,4.4,7.2,4.0,3.8,11.0,12.6,14.6,5.8
L,0.0,0.0,0.4918032786885246,0.4098360655737705,0.45940000000000003,0.4412,0.3198,0.3376,0.8028000000000001,0.8056000000000001,39.8,43.2,23.2,23.0,8.6,7.4,3.2,5.4,13.6,16.6,-10.6,-3.2
W,3.0,0.0,0.3064516129032258,0.2459016393442623,0.48979999999999996,0.46180000000000004,0.3742,0.33999999999999997,0.7534,0.7518,46.0,47.2,26.4,25.2,8.8,4.8,6.2,5.0,14.6,17.0,3.0,-3.6
L,0.0,0.0,0.6610169491525424,0.5245901639344263,0.471,0.4244,0.3754,0.29359999999999997,0.889,0.8161999999999999,40.4,41.6,22.2,22.6,6.6,6.4,5.4,4.2,12.4,13.0,6.0,-9.0
W,0.0,2.0,0.4838709677419355,0.45901639344262296,0.4628,0.47000000000000003,0.3238,0.32280000000000003,0.7328,0.7948000000000001,43.4,45.8,22.0,21.0,7.4,7.0,6.6,3.6,12.4,11.6,-1.0,7.8
L,2.0,0.0,0.5,0.22950819672131148,0.4732,0.446,0.33940000000000003,0.337,0.8114000000000001,0.7776,51.8,45.6,25.2,25.4,4.6,7.0,7.8,3.8,18.6,16.0,2.2,-15.8
L,2.0,0.0,0.5081967213114754,0.4666666666666667,0.4952,0.5075999999999999,0.40780000000000005,0.398,0.857,0.8134,43.6,40.4,25.6,25.2,7.6,7.8,5.4,3.6,11.4,16.8,2.2,-0.4
W,1.0,2.0,0.6101694915254238,0.47540983606557374,0.47000000000000003,0.46840000000000004,0.3326,0.3246,0.7496,0.756,44.6,53.0,24.4,26.0,8.8,6.4,6.0,4.8,10.8,13.4,6.0,5.6
W,2.0,1.0,0.5081967213114754,0.48333333333333334,0.48200000000000004,0.49060000000000004,0.413,0.4218,0.7726,0.8321999999999999,44.2,36.2,28.4,24.4,7.2,7.6,2.4,5.8,14.8,13.2,1.2,-4.4
L,0.0,0.0,0.5238095238095238,0.49206349206349204,0.5212,0.4744,0.4062,0.3404,0.8539999999999999,0.7243999999999999,38.8,43.0,28.4,25.0,7.4,8.0,4.2,6.0,14.0,16.0,-1.0,-7.8
L,0.0,0.0,0.5161290322580645,0.43548387096774194,0.4944,0.488,0.4032,0.3834,0.7676000000000001,0.7904,38.2,37.6,24.2,30.4,6.4,8.8,3.6,5.6,12.6,12.6,1.2,-1.4
L,0.0,8.0,0.5666666666666667,0.7166666666666667,0.44939999999999997,0.47000000000000003,0.3614,0.39,0.8286,0.7604,37.0,51.0,21.6,24.6,6.2,5.6,4.6,4.4,10.8,12.6,-11.2,12.6
L,0.0,1.0,0.21666666666666667,0.6935483870967742,0.4004,0.5056,0.2672,0.37,0.767,0.7996000000000001,45.6,45.4,21.4,31.0,9.0,6.2,3.6,4.0,14.8,14.6,-18.0,2.2
L,0.0,1.0,0.4666666666666667,0.5833333333333334,0.44320000000000004,0.5248,0.3098,0.3776,0.7902,0.8136000000000001,46.0,46.0,23.0,27.4,7.8,10.2,2.4,2.4,12.4,15.4,3.0,4.2
L,0.0,0.0,0.47540983606557374,0.4838709677419355,0.466,0.45360000000000006,0.4034,0.2892,0.818,0.808,36.4,40.6,23.8,22.8,8.6,8.8,5.6,3.0,11.8,14.2,-6.2,-10.0
L,0.0,0.0,0.24193548387096775,0.45161290322580644,0.46720000000000006,0.4928,0.32520000000000004,0.3742,0.7333999999999999,0.7702,42.6,44.0,23.0,23.2,6.0,6.6,4.6,4.4,15.6,12.4,-7.2,8.4
L,4.0,0.0,0.31746031746031744,0.532258064516129,0.4992,0.47800000000000004,0.4242,0.33540000000000003,0.7998,0.7684,47.8,47.4,26.2,26.4,8.2,8.8,5.2,3.6,15.2,13.8,8.0,4.2
W,8.0,0.0,0.7213114754098361,0.41935483870967744,0.46799999999999997,0.4474,0.37839999999999996,0.3148,0.677,0.8028000000000001,52.2,43.0,25.4,22.8,6.0,6.8,4.2,4.6,13.8,16.4,12.8,-0.8
L,0.0,0.0,0.45901639344262296,0.46774193548387094,0.4466,0.46699999999999997,0.318,0.337,0.7902,0.7684,45.8,53.8,24.6,26.6,8.0,6.6,2.0,6.0,11.0,15.4,2.4,2.0
W,0.0,1.0,0.7096774193548387,0.609375,0.49060000000000004,0.5042,0.3854,0.3512,0.7798,0.8408,43.4,38.4,26.0,23.8,7.2,8.2,4.8,4.8,12.8,11.6,0.8,0.8
W,4.0,0.0,0.5714285714285714,0.5573770491803278,0.4984,0.4558,0.3928,0.363,0.7727999999999999,0.8194000000000001,46.8,36.2,19.8,22.0,4.4,7.2,3.8,4.6,12.8,12.6,16.4,-13.4
L,0.0,0.0,0.532258064516129,0.65,0.42380000000000007,0.4706,0.313,0.3972,0.779,0.8742000000000001,39.8,40.0,22.0,22.8,7.0,7.2,3.6,5.4,11.6,14.0,-9.4,5.0
L,0.0,2.0,0.21311475409836064,0.6166666666666667,0.41600000000000004,0.4444,0.2786,0.2914,0.757,0.7544000000000001,44.2,45.2,23.4,24.0,7.8,9.0,4.0,6.0,13.8,8.4,-21.8,4.2
W,3.0,0.0,0.5161290322580645,0.515625,0.4728,0.5067999999999999,0.39299999999999996,0.4182,0.7886,0.8708,46.6,40.6,27.2,29.8,6.2,8.6,2.8,3.4,15.2,17.0,3.0,0.2
W,0.0,1.0,0.47540983606557374,0.49206349206349204,0.4866,0.44699999999999995,0.3694,0.3218,0.8119999999999999,0.7362,43.4,44.8,23.8,23.0,7.0,8.6,4.0,6.2,15.2,13.2,2.0,0.0
W,0.0,0.0,0.24193548387096775,0.4444444444444444,0.4466,0.5025999999999999,0.33920000000000006,0.392,0.7292,0.7924,44.8,39.2,25.0,30.0,7.0,7.8,3.8,6.6,14.8,12.8,-10.4,1.8
W,0.0,0.0,0.5079365079365079,0.6557377049180327,0.4922000000000001,0.4572,0.3896,0.386,0.7487999999999999,0.8859999999999999,37.2,40.6,24.4,22.6,6.6,6.2,3.4,5.0,10.8,12.6,1.8,5.8
W,0.0,0.0,0.5,0.46774193548387094,0.4906,0.45999999999999996,0.40499999999999997,0.3634,0.8782,0.8196,42.4,36.2,24.0,22.0,6.6,8.2,5.6,5.4,11.2,13.2,-2.2,-10.8
L,0.0,5.0,0.5238095238095238,0.578125,0.4234,0.51,0.2926,0.41879999999999995,0.7816,0.76,39.6,48.4,20.6,21.8,5.8,4.6,3.2,3.8,12.4,14.4,-13.2,17.6
